479.39,4523
481.69,2508
483.99,2141
486.29,2013
488.58,2078
490.88,1928
493.17,2109
495.46,1946
497.75,2100
500.03,1985
502.32,2039
504.60,2074
506.88,2069
509.16,2044
511.44,2067
513.71,2075
515.98,2036
518.25,2056
520.52,2071
522.79,2086
525.05,2016
527.32,2044
529.58,2016
531.84,2026
534.09,2041
536.35,2042
538.60,2012
540.85,2085
543.10,2027
545.35,2017
547.60,2022
549.84,1996
552.08,2014
554.32,1967
556.56,2027
558.79,2089
561.03,2067
563.26,2020
565.49,2068
567.72,2111
569.95,2070
572.17,2101
574.39,2006
576.61,2059
578.83,2121
581.05,2098
583.27,2085
585.48,2291
587.69,2093
589.90,1993
592.11,1998
594.31,2006
596.52,2057
598.72,2000
600.92,2000
603.12,2055
605.32,1987
607.51,2000
609.70,2035
611.90,2031
614.09,2060
616.27,1980
618.46,2038
620.64,2004
622.83,1970
625.01,1960
627.18,1964
629.36,1972
631.54,1980
633.71,2194
635.88,2421
638.05,2002
640.22,1918
642.38,1966
644.55,1977
646.71,1956
648.87,1956
651.03,1970
653.19,1994
655.34,1978
657.50,1967
659.65,1997
661.80,1993
663.95,1983
666.09,1912
668.24,2002
670.38,1978
672.52,1994
674.66,1950
676.80,1949
678.94,1939
681.07,2000
683.20,1979
685.33,1977
687.46,1982
689.59,1946
691.72,2015
693.84,2010
695.96,2036
698.08,2017
700.20,1974
702.32,1996
704.43,1952
706.55,1943
708.66,1960
710.77,1959
712.88,1953
714.99,1941
717.09,2006
719.19,1955
721.30,1970
723.40,2013
725.49,1941
727.59,1987
729.69,1980
731.78,1972
733.87,2028
735.96,1968
738.05,2021
740.14,2026
742.22,2043
744.30,1937
746.39,2039
748.47,2033
750.54,1993
752.62,2001
754.70,2028
756.77,2008
758.84,2047
760.91,2063
762.98,1978
765.05,2045
767.11,2026
769.17,1993
771.24,2005
773.30,1975
775.35,1958
777.41,1999
779.47,2016
781.52,2049
783.57,2044
785.62,2110
787.67,2014
789.72,2061
791.76,2094
793.81,2066
795.85,2002
797.89,1975
799.93,2071
801.97,2018
804.00,2038
806.04,2075
808.07,2007
810.10,2101
812.13,2073
814.16,2187
816.19,1950
818.21,2075
820.24,2056
822.26,2031
824.28,2027
826.30,2042
828.31,2016
830.33,2002
832.34,2023
834.35,2058
836.36,2087
838.37,2048
840.38,2057
842.39,2100
844.39,2139
846.39,2115
848.40,2105
850.40,2077
852.39,2150
854.39,2050
856.39,2108
858.38,2056
860.37,2033
862.36,2064
864.35,2021
866.34,2046
868.32,2033
870.31,1997
872.29,2038
874.27,2008
876.25,2012
878.23,1995
880.21,2040
882.18,2003
884.16,1994
886.13,1980
888.10,1999
890.07,2018
892.04,1981
894.00,1991
895.97,1958
897.93,2005
899.89,2006
901.85,1989
903.81,2055
905.77,1995
907.73,1979
909.68,2073
911.63,2083
913.58,2076
915.53,2028
917.48,2093
919.43,2035
921.38,2123
923.32,2147
925.26,2096
927.20,2134
929.14,2187
931.08,2094
933.02,1995
934.95,1997
936.89,1997
938.82,2072
940.75,2003
942.68,2050
944.61,2164
946.53,2116
948.46,2174
950.38,2108
952.30,2188
954.22,2175
956.14,2237
958.06,2196
959.98,2209
961.89,2126
963.81,2183
965.72,2056
967.63,2091
969.54,2036
971.45,2039
973.35,2053
975.26,2026
977.16,1984
979.06,2034
980.96,2022
982.86,2090
984.76,2144
986.66,2138
988.55,2162
990.45,2065
992.34,2112
994.23,2017
996.12,2050
998.01,2070
999.89,2070
1001.78,2063
1003.66,2092
1005.54,2039
1007.43,2117
1009.31,2179
1011.18,2122
1013.06,2074
1014.94,2185
1016.81,2138
1018.68,2142
1020.55,2120
1022.42,2217
1024.29,2162
1026.16,2249
1028.03,2272
1029.89,2361
1031.75,2305
1033.62,2233
1035.48,2274
1037.34,2147
1039.19,2150
1041.05,2138
1042.90,2110
1044.76,2074
1046.61,2149
1048.46,2099
1050.31,2156
1052.16,2091
1054.01,2104
1055.85,2046
1057.70,2112
1059.54,2040
1061.38,2065
1063.22,2135
1065.06,2060
1066.90,2059
1068.73,2027
1070.57,2055
1072.40,2059
1074.23,2170
1076.07,2057
1077.89,2098
1079.72,2076
1081.55,2130
1083.38,2166
1085.20,2183
1087.02,2222
1088.84,2311
1090.66,2390
1092.48,2534
1094.30,2662
1096.12,2855
1097.93,3122
1099.75,3111
1101.56,3268
1103.37,3220
1105.18,3023
1106.99,2802
1108.80,2628
1110.60,2451
1112.41,2246
1114.21,2249
1116.01,2122
1117.81,2089
1119.61,2044
1121.41,2040
1123.21,2088
1125.00,2065
1126.80,2009
1128.59,2040
1130.38,2071
1132.17,2022
1133.96,2057
1135.75,2071
1137.54,2083
1139.32,2021
1141.11,2106
1142.89,2097
1144.67,2010
1146.45,2099
1148.23,2039
1150.01,2070
1151.79,2086
1153.56,1978
1155.34,1999
1157.11,2020
1158.88,2057
1160.65,2060
1162.42,1987
1164.19,2107
1165.95,1986
1167.72,2092
1169.48,2023
1171.25,2022
1173.01,2043
1174.77,2031
1176.53,2057
1178.29,2080
1180.04,2123
1181.80,2088
1183.55,2076
1185.31,2117
1187.06,2115
1188.81,2146
1190.56,2152
1192.31,2083
1194.05,2122
1195.80,2134
1197.54,2190
1199.29,2184
1201.03,2249
1202.77,2248
1204.51,2314
1206.25,2408
1207.98,2549
1209.72,2707
1211.45,2908
1213.19,3155
1214.92,3573
1216.65,3844
1218.38,4194
1220.11,4383
1221.84,4520
1223.56,4393
1225.29,4178
1227.01,3770
1228.74,3453
1230.46,3112
1232.18,2945
1233.90,2657
1235.62,2558
1237.33,2442
1239.05,2271
1240.76,2355
1242.48,2304
1244.19,2231
1245.90,2290
1247.61,2181
1249.32,2192
1251.02,2209
1252.73,2145
1254.43,2125
1256.14,2092
1257.84,2059
1259.54,2107
1261.24,2080
1262.94,2117
1264.64,2062
1266.34,2112
1268.03,2091
1269.73,2155
1271.42,2140
1273.11,2162
1274.80,2092
1276.49,2109
1278.18,2164
1279.87,2265
1281.56,2835
1283.24,2505
1284.93,2162
1286.61,2254
1288.29,2239
1289.97,2268
1291.65,2347
1293.33,2365
1295.01,2444
1296.68,2433
1298.36,2439
1300.03,2441
1301.70,2412
1303.37,2443
1305.05,2324
1306.71,2275
1308.38,2209
1310.05,2098
1311.72,2187
1313.38,2037
1315.04,2119
1316.71,2162
1318.37,2162
1320.03,2181
1321.69,2293
1323.35,2185
1325.00,2357
1326.66,2357
1328.31,2430
1329.97,2361
1331.62,2342
1333.27,2366
1334.92,2268
1336.57,2293
1338.22,2247
1339.86,2131
1341.51,2143
1343.15,2157
1344.80,2158
1346.44,2177
1348.08,2130
1349.72,2029
1351.36,2100
1353.00,2051
1354.64,2063
1356.27,2047
1357.91,2116
1359.54,2112
1361.17,2056
1362.80,2153
1364.43,2169
1366.06,2209
1367.69,2221
1369.32,2246
1370.95,2285
1372.57,2352
1374.19,2458
1375.82,2465
1377.44,2463
1379.06,2477
1380.68,2450
1382.30,2518
1383.92,2387
1385.53,2423
1387.15,2466
1388.76,2452
1390.37,2424
1391.99,2508
1393.60,2552
1395.21,2572
1396.82,2674
1398.42,2708
1400.03,2752
1401.64,2826
1403.24,2815
1404.84,2612
1406.45,2651
1408.05,2480
1409.65,2504
1411.25,2424
1412.85,2340
1414.44,2297
1416.04,2221
1417.63,2188
1419.23,2201
1420.82,2233
1422.41,2167
1424.01,2215
1425.59,2248
1427.18,2265
1428.77,2220
1430.36,2388
1431.94,2426
1433.53,2435
1435.11,2644
1436.70,2801
1438.28,2852
1439.86,3006
1441.44,3085
1443.02,3248
1444.59,3389
1446.17,3423
1447.74,3537
1449.32,3504
1450.89,3453
1452.46,3320
1454.04,3197
1455.61,3097
1457.18,2874
1458.74,2749
1460.31,2633
1461.88,2473
1463.44,2426
1465.01,2331
1466.57,2194
1468.13,2189
1469.69,2213
1471.25,2292
1472.81,2617
1474.37,2168
1475.93,2113
1477.48,2071
1479.04,2041
1480.59,2030
1482.14,1995
1483.70,2005
1485.25,2036
1486.80,2066
1488.35,2043
1489.89,2030
1491.44,2027
1492.99,2079
1494.53,2105
1496.08,2093
1497.62,2052
1499.16,2190
1500.70,2166
1502.24,2106
1503.78,2175
1505.32,2174
1506.86,2182
1508.39,2245
1509.93,2168
1511.46,2219
1513.00,2147
1514.53,2189
1516.06,2203
1517.59,2213
1519.12,2158
1520.65,2140
1522.17,2118
1523.70,2133
1525.23,2081
1526.75,2014
1528.27,2057
1529.80,2070
1531.32,2078
1532.84,2016
1534.36,2048
1535.88,2130
1537.39,2002
1538.91,1985
1540.42,1959
1541.94,1975
1543.45,1995
1544.97,2022
1546.48,1967
1547.99,1963
1549.50,1996
1551.01,1962
1552.51,1996
1554.02,1976
1555.53,1932
1557.03,1976
1558.54,1955
1560.04,1947
1561.54,1909
1563.04,1965
1564.54,1971
1566.04,1922
1567.54,1899
1569.04,1924
1570.53,1962
1572.03,1977
1573.52,1998
1575.02,1970
1576.51,1913
1578.00,1938
1579.49,1891
1580.98,1962
1582.47,1913
1583.96,1932
1585.45,1963
1586.93,1916
1588.42,1920
1589.90,1982
1591.39,1904
1592.87,1941
1594.35,1863
1595.83,1945
1597.31,1851
1598.79,1903
1600.27,1968
1601.74,1895
1603.22,1956
1604.69,1905
1606.17,1907
1607.64,1974
1609.11,1883
1610.58,1895
1612.06,1906
1613.52,1943
1614.99,1882
1616.46,1911
1617.93,1913
1619.39,1907
1620.86,1950
1622.32,1916
1623.78,1912
1625.25,1826
1626.71,1884
1628.17,1828
1629.63,1909
1631.09,1838
1632.54,1811
1634.00,1904
1635.46,1891
1636.91,1856
1638.36,1912
1639.82,1847
1641.27,1828
1642.72,1851
1644.17,1855
1645.62,1843
1647.07,1864
1648.52,1874
1649.96,1809
1651.41,1893
1652.85,1859
1654.30,1891
1655.74,1837
1657.18,1877
1658.62,1821
1660.07,1835
1661.50,1878
1662.94,1862
1664.38,1861
1665.82,1850
1667.25,1832
1668.69,1808
1670.12,1889
1671.56,1856
1672.99,1861
1674.42,1861
1675.85,1862
1677.28,1858
1678.71,1882
1680.14,1813
1681.57,1891
1682.99,1856
1684.42,1860
1685.84,1895
1687.27,1988
1688.69,1812
1690.11,1852
1691.53,1858
1692.95,1806
1694.37,1885
1695.79,1813
1697.21,1848
1698.62,1803
1700.04,1813
1701.45,1849
1702.87,1815
1704.28,1823
1705.69,1822
1707.11,1910
