479.39,4997
481.69,3244
483.99,2768
486.29,2780
488.58,2721
490.88,2714
493.17,2782
495.46,2696
497.75,2789
500.03,2692
502.32,2845
504.60,2799
506.88,2836
509.16,2773
511.44,2810
513.71,2857
515.98,2893
518.25,2883
520.52,2826
522.79,2847
525.05,2829
527.32,2752
529.58,2825
531.84,2742
534.09,2829
536.35,2712
538.60,2722
540.85,2806
543.10,2656
545.35,2676
547.60,2696
549.84,2681
552.08,2712
554.32,2693
556.56,2733
558.79,2790
561.03,2895
563.26,2758
565.49,2798
567.72,2932
569.95,2984
572.17,2876
574.39,2844
576.61,2710
578.83,2778
581.05,2771
583.27,2687
585.48,2749
587.69,2723
589.90,2725
592.11,2708
594.31,2741
596.52,2691
598.72,2682
600.92,2770
603.12,2741
605.32,2758
607.51,2696
609.70,2643
611.90,2631
614.09,2620
616.27,2739
618.46,2605
620.64,2690
622.83,2611
625.01,2626
627.18,2618
629.36,2674
631.54,2558
633.71,2685
635.88,2630
638.05,2625
640.22,2656
642.38,2650
644.55,2685
646.71,2603
648.87,2622
651.03,2680
653.19,2707
655.34,2631
657.50,2618
659.65,2696
661.80,2671
663.95,2639
666.09,2666
668.24,2611
670.38,2640
672.52,2662
674.66,2639
676.80,2574
678.94,2620
681.07,2623
683.20,2580
685.33,2673
687.46,2620
689.59,2590
691.72,2621
693.84,2611
695.96,2659
698.08,2641
700.20,2752
702.32,2705
704.43,2619
706.55,2572
708.66,2725
710.77,2616
712.88,2656
714.99,2570
717.09,2725
719.19,2575
721.30,2678
723.40,2676
725.49,2594
727.59,2644
729.69,2643
731.78,2697
733.87,2684
735.96,2724
738.05,2653
740.14,2760
742.22,2660
744.30,2716
746.39,2708
748.47,2716
750.54,2724
752.62,2662
754.70,2692
756.77,2704
758.84,2725
760.91,2705
762.98,2726
765.05,2774
767.11,2697
769.17,2749
771.24,2763
773.30,2764
775.35,2691
777.41,2720
779.47,2778
781.52,2702
783.57,2760
785.62,2727
787.67,2785
789.72,2716
791.76,2781
793.81,2803
795.85,2767
797.89,2832
799.93,2780
801.97,2736
804.00,2764
806.04,2755
808.07,2690
810.10,2878
812.13,2806
814.16,2842
816.19,2757
818.21,2735
820.24,2793
822.26,2742
824.28,2769
826.30,2821
828.31,2791
830.33,2789
832.34,2806
834.35,2799
836.36,2728
838.37,2847
840.38,2811
842.39,2793
844.39,2843
846.39,2876
848.40,2930
850.40,2908
852.39,2961
854.39,2878
856.39,2813
858.38,2861
860.37,2762
862.36,2798
864.35,2829
866.34,2749
868.32,2708
870.31,2762
872.29,2731
874.27,2714
876.25,2652
878.23,2686
880.21,2642
882.18,2747
884.16,5729
886.13,8875
888.10,8932
890.07,3811
892.04,2515
894.00,2710
895.97,2724
897.93,2682
899.89,2672
901.85,2630
903.81,2703
905.77,2670
907.73,2706
909.68,2761
911.63,2770
913.58,2759
915.53,2801
917.48,2832
919.43,2882
921.38,2820
923.32,2911
925.26,2791
927.20,2827
929.14,2782
931.08,2766
933.02,2740
934.95,2761
936.89,2648
938.82,2823
940.75,2682
942.68,2746
944.61,2874
946.53,2827
948.46,2816
950.38,2861
952.30,2833
954.22,2997
956.14,2976
958.06,3008
959.98,3085
961.89,3063
963.81,2968
965.72,2879
967.63,2801
969.54,2838
971.45,2793
973.35,2837
975.26,2730
977.16,2838
979.06,2911
980.96,2850
982.86,2959
984.76,3137
986.66,3274
988.55,3276
990.45,3265
992.34,3261
994.23,2943
996.12,2779
998.01,2767
999.89,2807
1001.78,2914
1003.66,2860
1005.54,2888
1007.43,2959
1009.31,3022
1011.18,3021
1013.06,2946
1014.94,3111
1016.81,2975
1018.68,2949
1020.55,3030
1022.42,2950
1024.29,2956
1026.16,3075
1028.03,3148
1029.89,3216
1031.75,3325
1033.62,3281
1035.48,3217
1037.34,3132
1039.19,3083
1041.05,3007
1042.90,2996
1044.76,3053
1046.61,3011
1048.46,2916
1050.31,3070
1052.16,2958
1054.01,2924
1055.85,2909
1057.70,2885
1059.54,2973
1061.38,2826
1063.22,2886
1065.06,2952
1066.90,2940
1068.73,2880
1070.57,2864
1072.40,2937
1074.23,2954
1076.07,2964
1077.89,2957
1079.72,3034
1081.55,3005
1083.38,3085
1085.20,3081
1087.02,3230
1088.84,3303
1090.66,3528
1092.48,3557
1094.30,3800
1096.12,4210
1097.93,4293
1099.75,4652
1101.56,4691
1103.37,4814
1105.18,4696
1106.99,4276
1108.80,3899
1110.60,3564
1112.41,3369
1114.21,3235
1116.01,3088
1117.81,3060
1119.61,3089
1121.41,2991
1123.21,3008
1125.00,2935
1126.80,2889
1128.59,3016
1130.38,3027
1132.17,3005
1133.96,3008
1135.75,3015
1137.54,2897
1139.32,3053
1141.11,3011
1142.89,3050
1144.67,2979
1146.45,3150
1148.23,3118
1150.01,3040
1151.79,2986
1153.56,3081
1155.34,3019
1157.11,3112
1158.88,3012
1160.65,3133
1162.42,3196
1164.19,3094
1165.95,3007
1167.72,3096
1169.48,3134
1171.25,3059
1173.01,3122
1174.77,3150
1176.53,3083
1178.29,3178
1180.04,3200
1181.80,3233
1183.55,3193
1185.31,3255
1187.06,3141
1188.81,3202
1190.56,3267
1192.31,3197
1194.05,3296
1195.80,3260
1197.54,3306
1199.29,3342
1201.03,3379
1202.77,3481
1204.51,3652
1206.25,3520
1207.98,3871
1209.72,3926
1211.45,4333
1213.19,4787
1214.92,5193
1216.65,5879
1218.38,6486
1220.11,6879
1221.84,6934
1223.56,7096
1225.29,6599
1227.01,6143
1228.74,5613
1230.46,4928
1232.18,4674
1233.90,4241
1235.62,4046
1237.33,3924
1239.05,3784
1240.76,3652
1242.48,3726
1244.19,3633
1245.90,3626
1247.61,3576
1249.32,3485
1251.02,3435
1252.73,3496
1254.43,3436
1256.14,3465
1257.84,3436
1259.54,3463
1261.24,3431
1262.94,3517
1264.64,3490
1266.34,3510
1268.03,3511
1269.73,3496
1271.42,3576
1273.11,3601
1274.80,3542
1276.49,3621
1278.18,3545
1279.87,3677
1281.56,3706
1283.24,3686
1284.93,3718
1286.61,3810
1288.29,3827
1289.97,3984
1291.65,3964
1293.33,3971
1295.01,4108
1296.68,4190
1298.36,4259
1300.03,4180
1301.70,4238
1303.37,4040
1305.05,4023
1306.71,4000
1308.38,3808
1310.05,3838
1311.72,3795
1313.38,3760
1315.04,3822
1316.71,3871
1318.37,3853
1320.03,3886
1321.69,4062
1323.35,4049
1325.00,4111
1326.66,4165
1328.31,4186
1329.97,4232
1331.62,4094
1333.27,4110
1334.92,4029
1336.57,3948
1338.22,3842
1339.86,3907
1341.51,3664
1343.15,3781
1344.80,3659
1346.44,3631
1348.08,3707
1349.72,3491
1351.36,3644
1353.00,3559
1354.64,3473
1356.27,3520
1357.91,3572
1359.54,3600
1361.17,3624
1362.80,3568
1364.43,3754
1366.06,3653
1367.69,3669
1369.32,3849
1370.95,3843
1372.57,3977
1374.19,3979
1375.82,3952
1377.44,4067
1379.06,4075
1380.68,3981
1382.30,3970
1383.92,3806
1385.53,4079
1387.15,3888
1388.76,4019
1390.37,4030
1391.99,4124
1393.60,4154
1395.21,4181
1396.82,4371
1398.42,4402
1400.03,4401
1401.64,4456
1403.24,4550
1404.84,4345
1406.45,4314
1408.05,4331
1409.65,4080
1411.25,3873
1412.85,3869
1414.44,3760
1416.04,3738
1417.63,3557
1419.23,3548
1420.82,3566
1422.41,3535
1424.01,3481
1425.59,3539
1427.18,3539
1428.77,3649
1430.36,3685
1431.94,3869
1433.53,3944
1435.11,4129
1436.70,4344
1438.28,4489
1439.86,4683
1441.44,4861
1443.02,4939
1444.59,5189
1446.17,5200
1447.74,5155
1449.32,5331
1450.89,5272
1452.46,4977
1454.04,4957
1455.61,4686
1457.18,4457
1458.74,4301
1460.31,3991
1461.88,3790
1463.44,3732
1465.01,3588
1466.57,3441
1468.13,3401
1469.69,3338
1471.25,3336
1472.81,3249
1474.37,3215
1475.93,3228
1477.48,3198
1479.04,3253
1480.59,3162
1482.14,3176
1483.70,3182
1485.25,3184
1486.80,3217
1488.35,3208
1489.89,3167
1491.44,3216
1492.99,3254
1494.53,3242
1496.08,3214
1497.62,3329
1499.16,3346
1500.70,3360
1502.24,3340
1503.78,3310
1505.32,3427
1506.86,3494
1508.39,3538
1509.93,3579
1511.46,3502
1513.00,3512
1514.53,3592
1516.06,3466
1517.59,3497
1519.12,3474
1520.65,3426
1522.17,3423
1523.70,3395
1525.23,3354
1526.75,3304
1528.27,3266
1529.80,3259
1531.32,3267
1532.84,3243
1534.36,3210
1535.88,3201
1537.39,3164
1538.91,3181
1540.42,3105
1541.94,3203
1543.45,3135
1544.97,3074
1546.48,3047
1547.99,3145
1549.50,3080
1551.01,3003
1552.51,3078
1554.02,3072
1555.53,3078
