950.114196777	9002.33300781
950.379699707	9054.61230469
950.645263672	9124.36328125
950.910766602	9163.6484375
951.176330566	9097.28027344
951.441833496	9074.36621094
951.707397461	9070.10644531
951.972900391	9091.64550781
952.238464355	9080.92089844
952.503967285	9044.67871094
952.76953125	9100.19921875
953.03503418	9089.69335938
953.300598145	9085.97460938
953.566101074	9146.72949219
953.831665039	9107.65527344
954.097167969	9117.72070313
954.362670898	9117.99023438
954.628234863	9054.05859375
954.893737793	9041.76074219
955.159301758	9120.37695313
955.424804688	9117.90722656
955.690368652	9081.37109375
955.955871582	9059.06054688
956.221435547	9013.08203125
956.486938477	9084.72460938
956.752502441	9111.13964844
957.018005371	9122.56445313
957.283569336	9181.34082031
957.549072266	9094.7578125
957.81463623	9017.24414063
958.08013916	9038.34277344
958.34564209	9105.09960938
958.611206055	9098.68066406
958.876708984	9060.47070313
959.142272949	8978.375
959.407775879	8978.00292969
959.673339844	9106.06835938
959.938842773	9158.6484375
960.204406738	9127.18164063
960.469909668	8992.27246094
960.735473633	8966.25390625
961.000976563	9009.03125
961.266540527	9052.12988281
961.532043457	9064.97558594
961.797607422	8991.41601563
962.063110352	9014.5
962.328613281	9055.87109375
962.594177246	9034.66210938
962.859680176	9028.74511719
963.125244141	9036.27929688
963.39074707	8987.38671875
963.656311035	8959.51074219
963.921813965	8999.69921875
964.18737793	9035.11621094
964.452880859	8871.92480469
964.718444824	9065.11425781
964.983947754	9059.14648438
965.249511719	9028.44433594
965.515014648	9040.25292969
965.780517578	9045.67578125
966.046081543	9009.47558594
966.311584473	8990.34960938
966.577148438	8978.67285156
966.842651367	9027.2109375
967.108215332	9111.32519531
967.373718262	9027.53710938
967.639282227	8995.01074219
967.904785156	9007.31933594
968.170349121	9004.0390625
968.435852051	9023.45214844
968.701416016	9017.39453125
968.966918945	9053.30957031
969.23248291	8998.39941406
969.49798584	9031.83886719
969.76348877	9026.35058594
970.029052734	8994.14550781
970.294555664	9012.19824219
970.560119629	9025.97070313
970.825622559	9007.95507813
971.091186523	9029.9453125
971.356689453	9008.52246094
971.622253418	9017.45507813
971.887756348	9043.37695313
972.153320313	9017.61132813
972.418823242	8916.77929688
972.684387207	9033.85351563
972.949890137	9043.44140625
973.215454102	8974.80273438
973.480957031	9030.01660156
973.746459961	9054.53808594
974.012023926	9012.70996094
974.277526855	9005.73535156
974.54309082	9043.53125
974.80859375	9101.38378906
975.074157715	9030.59960938
975.339660645	9044.45410156
975.605224609	9046.86035156
975.870727539	9096.51074219
976.136291504	9059.79003906
976.401794434	8953.59179688
976.667358398	8982.5625
976.932861328	8971.7734375
977.198425293	9027.21972656
977.463928223	9041.50390625
977.729431152	9054.03222656
977.994995117	9129.1015625
978.260498047	9105.09082031
978.526062012	8974.76464844
978.791564941	8994.54492188
979.057128906	9003.11816406
979.322631836	9041.39355469
979.588195801	9071.5234375
979.85369873	9092.98925781
980.119262695	9101.64355469
980.384765625	9134.91601563
980.65032959	9041.51464844
980.91583252	9024.08203125
981.181396484	9071.25488281
981.446899414	9159.20214844
981.712402344	9230.54394531
981.977966309	9170.44433594
982.243469238	9079.30957031
982.509033203	9127.41894531
982.774536133	9010.08984375
983.040100098	9046.62988281
983.305603027	9046.00878906
983.571166992	9144.13867188
983.836669922	9068.83496094
984.102233887	9069.66699219
984.367736816	9071.15722656
984.633300781	9047.06054688
984.898803711	9091.5078125
985.164367676	9088.546875
985.429870605	9100.27539063
985.695373535	9164.25
985.9609375	9130.91308594
986.22644043	9099.97363281
986.492004395	9106.25878906
986.757507324	9068.74414063
987.023071289	9086.99023438
987.288574219	8978.58203125
987.554138184	8970.90332031
987.819641113	9055.11914063
988.085205078	9052.15625
988.350708008	9017.859375
988.616271973	9054.93457031
988.881774902	9051.73339844
989.147277832	9031.88085938
989.412841797	9049.0703125
989.678344727	9068.42675781
989.943908691	9077.68066406
990.209411621	9045.47753906
990.474975586	9088.42675781
990.740478516	9237.28613281
991.00604248	9134.421875
991.27154541	9071.47460938
991.537109375	9132.00195313
991.802612305	9178.28027344
992.06817627	9088.11425781
992.333679199	9065.64746094
992.599243164	9204.75878906
992.864746094	9305.21582031
993.130249023	9303.125
993.395812988	9393.65039063
993.661315918	9558.84667969
993.926879883	9583.20605469
994.192382813	9682.41796875
994.457946777	9878.33300781
994.723449707	9948.48632813
994.989013672	10180.6650391
995.254516602	10310.1904297
995.520080566	10495.0927734
995.785583496	10645.046875
996.051147461	10771.3085938
996.316650391	10996.1494141
996.582214355	11134.4804688
996.847717285	11215.5078125
997.113220215	11332.1152344
997.37878418	11411.4550781
997.644287109	11385.7001953
997.909851074	11344.5761719
998.175354004	11377.1025391
998.440917969	11217.6494141
998.706420898	11122.1572266
998.971984863	10997.8388672
999.237487793	10986.4179688
999.503051758	10853.9951172
999.768554688	10607.0644531
1000.03411865	10414.1669922
1000.29962158	10299.6884766
1000.56518555	10062.0732422
1000.83068848	9852.13476563
1001.09619141	9741.57617188
1001.36175537	9606.73144531
1001.6272583	9466.91699219
1001.89282227	9381.46679688
1002.1583252	9337.39160156
1002.42388916	9325.29296875
1002.68939209	9141.99511719
1002.95495605	9159.44042969
1003.22045898	9021.94335938
1003.48602295	9059.26074219
1003.75152588	9095.21386719
1004.01708984	9012.58203125
1004.28259277	9007.26074219
1004.54815674	8994.78515625
1004.81365967	8936.67675781
1005.0791626	8914.56933594
1005.34472656	8948.77832031
1005.61022949	8976.703125
1005.87579346	8968.60449219
1006.14129639	8964.03320313
1006.40686035	8916.56933594
1006.67236328	8962.10839844
1006.93792725	8872.984375
1007.20343018	8866.11523438
1007.46899414	8942.87304688
1007.73449707	8910.44628906
1008.00006104	8860.61523438
1008.26556396	8849.25097656
1008.53112793	8890.01074219
1008.79663086	8911.59765625
1009.06213379	8899.17089844
1009.32769775	8906.09570313
1009.59320068	8933.35546875
1009.85876465	8943.51953125
1010.12426758	8943.29492188
1010.38983154	8917.88476563
1010.65533447	8952.515625
1010.92089844	8983.20019531
1011.18640137	8883.74804688
1011.45196533	8948.203125
1011.71746826	8898.93652344
1011.98303223	8948.0390625
1012.24853516	8911.19238281
1012.51403809	8950.80371094
1012.77960205	8911.52050781
1013.04510498	8872.35449219
1013.31066895	8886.98632813
1013.57617188	8898.94824219
1013.84173584	8956.81835938
1014.10723877	8928.97460938
1014.37280273	8993.98144531
1014.63830566	9049.12792969
1014.90386963	8898.16699219
1015.16937256	9056.58105469
1015.43493652	9085.74414063
1015.70043945	9096.39257813
1015.96600342	9183.15039063
1016.23150635	9098.66601563
1016.49700928	9155.65136719
1016.76257324	9269.29199219
1017.02807617	9242.30078125
1017.29364014	9228.52148438
1017.55914307	9331.51367188
1017.82470703	9436.5078125
1018.09020996	9512.54101563
1018.35577393	9497.17089844
1018.62127686	9561.38574219
1018.88684082	9687.75488281
1019.15234375	9611.75292969
1019.41790771	9704.11816406
1019.68341064	9763.92480469
1019.94897461	9863.01464844
1020.21447754	9922.03417969
1020.47998047	9826.79101563
1020.74554443	9935.46972656
1021.01104736	9994.45800781
1021.27661133	9956.8828125
1021.54211426	9930.80371094
1021.80767822	9884.36816406
1022.07318115	9867.50195313
1022.33874512	9866.87988281
1022.60424805	9674.80175781
1022.86981201	9655.19628906
1023.13531494	9707.125
1023.40087891	9655.92675781
1023.66638184	9604.0703125
1023.9319458	9458.97167969
1024.1973877	9441.69628906
1024.4630127	9367.42773438
1024.72851563	9304.66699219
1024.99401855	9260.03320313
1025.25952148	9181.83300781
1025.52514648	9151.41992188
1025.79064941	9145.48242188
1026.05615234	9092.03125
1026.32165527	9029.73730469
1026.58728027	8960.984375
1026.8527832	8962.42089844
1027.11828613	8948.19433594
1027.38378906	8830.44824219
1027.64941406	8895.41113281
1027.91491699	8837.51269531
1028.18041992	8950.10253906
1028.44592285	8822.53515625
1028.71142578	8853.47363281
1028.97705078	8847.44726563
1029.24255371	8814.99707031
