ENLIGHTEN Version,2.2.7
Measurement ID,20201009-093705-137238-WP-00702
Serial Number,WP-00702
Model,WP-785-C2-LMMFC
Label,09:37:05 WP-00702
Declared Match,
Declared Score,0
Scan Averaging,10
Boxcar,0
Technique,Scope
Baseline Correction Algo,
ROI Pixel Start,0
ROI Pixel End,1023
Slit Width,25
Vignetted,False
Interpolated,False
Raman Intensity Corrected,False
Deconvolved,False
Integration Time,1000
Timestamp,2020-10-09 09:37:05.137238
Note,
Temperature,-14.357069319858056
CCD C0,790.7625122070312
CCD C1,0.28129664063453674
CCD C2,1.8011121937888674e-05
CCD C3,-2.512435592905149e-08
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,785.051
Laser Enable,True
Laser Power,50.0
Laser Temperature,-95.6635622537485
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Processed,Raw,Dark,Reference
580,955.07,2267.61,4077.30,4077.30,,
581,955.35,2270.64,4055.70,4055.70,,
582,955.63,2273.67,4072.30,4072.30,,
583,955.90,2276.70,4064.50,4064.50,,
584,956.18,2279.73,4064.00,4064.00,,
585,956.45,2282.75,4042.40,4042.40,,
586,956.73,2285.77,4023.40,4023.40,,
587,957.01,2288.79,4007.60,4007.60,,
588,957.28,2291.81,3994.10,3994.10,,
589,957.56,2294.83,3995.00,3995.00,,
590,957.84,2297.84,3971.80,3971.80,,
591,958.11,2300.85,3960.80,3960.80,,
592,958.39,2303.86,3950.40,3950.40,,
593,958.67,2306.86,3931.00,3931.00,,
594,958.94,2309.87,3921.10,3921.10,,
595,959.22,2312.87,3901.60,3901.60,,
596,959.49,2315.87,3901.80,3901.80,,
597,959.77,2318.86,3900.80,3900.80,,
598,960.05,2321.86,3882.20,3882.20,,
599,960.32,2324.85,3884.70,3884.70,,
600,960.60,2327.84,3865.10,3865.10,,
601,960.87,2330.83,3852.40,3852.40,,
602,961.15,2333.81,3840.20,3840.20,,
603,961.42,2336.80,3795.50,3795.50,,
604,961.70,2339.78,3785.80,3785.80,,
605,961.98,2342.75,3767.30,3767.30,,
606,962.25,2345.73,3752.70,3752.70,,
607,962.53,2348.70,3756.90,3756.90,,
608,962.80,2351.68,3742.40,3742.40,,
609,963.08,2354.64,3730.70,3730.70,,
610,963.35,2357.61,3718.10,3718.10,,
611,963.63,2360.58,3692.90,3692.90,,
612,963.90,2363.54,3679.70,3679.70,,
613,964.18,2366.50,3673.00,3673.00,,
614,964.45,2369.46,3658.60,3658.60,,
615,964.73,2372.41,3651.30,3651.30,,
616,965.00,2375.36,3631.20,3631.20,,
617,965.28,2378.31,3614.80,3614.80,,
618,965.55,2381.26,3597.00,3597.00,,
619,965.83,2384.21,3584.30,3584.30,,
620,966.10,2387.15,3577.70,3577.70,,
621,966.38,2390.09,3564.10,3564.10,,
622,966.65,2393.03,3553.10,3553.10,,
623,966.93,2395.97,3552.30,3552.30,,
624,967.20,2398.91,3542.40,3542.40,,
625,967.47,2401.84,3539.50,3539.50,,
626,967.75,2404.77,3505.50,3505.50,,
627,968.02,2407.70,3489.60,3489.60,,
628,968.30,2410.62,3476.10,3476.10,,
629,968.57,2413.54,3461.00,3461.00,,
630,968.85,2416.47,3442.30,3442.30,,
631,969.12,2419.38,3424.70,3424.70,,
632,969.39,2422.30,3427.60,3427.60,,
633,969.67,2425.21,3408.90,3408.90,,
634,969.94,2428.13,3396.00,3396.00,,
635,970.22,2431.04,3383.40,3383.40,,
636,970.49,2433.94,3380.20,3380.20,,
637,970.76,2436.85,3363.80,3363.80,,
638,971.04,2439.75,3350.80,3350.80,,
639,971.31,2442.65,3357.00,3357.00,,
640,971.58,2445.55,3333.40,3333.40,,
641,971.86,2448.45,3332.40,3332.40,,
642,972.13,2451.34,3318.90,3318.90,,
643,972.40,2454.23,3307.70,3307.70,,
644,972.68,2457.12,3294.30,3294.30,,
645,972.95,2460.01,3285.20,3285.20,,
646,973.22,2462.89,3275.00,3275.00,,
647,973.50,2465.77,3265.20,3265.20,,
648,973.77,2468.65,3255.60,3255.60,,
649,974.04,2471.53,3240.20,3240.20,,
650,974.32,2474.41,3234.10,3234.10,,
651,974.59,2477.28,3222.60,3222.60,,
652,974.86,2480.15,3211.90,3211.90,,
653,975.13,2483.02,3195.10,3195.10,,
654,975.41,2485.89,3182.20,3182.20,,
655,975.68,2488.75,3168.70,3168.70,,
656,975.95,2491.61,3161.10,3161.10,,
657,976.22,2494.47,3148.30,3148.30,,
658,976.50,2497.33,3141.60,3141.60,,
659,976.77,2500.19,3131.00,3131.00,,
660,977.04,2503.04,3116.10,3116.10,,
661,977.31,2505.89,3111.50,3111.50,,
662,977.59,2508.74,3101.40,3101.40,,
663,977.86,2511.58,3090.80,3090.80,,
664,978.13,2514.43,3076.40,3076.40,,
665,978.40,2517.27,3074.90,3074.90,,
666,978.67,2520.11,3081.60,3081.60,,
667,978.94,2522.95,3057.00,3057.00,,
668,979.22,2525.78,3047.00,3047.00,,
669,979.49,2528.61,3032.50,3032.50,,
670,979.76,2531.44,3024.00,3024.00,,
671,980.03,2534.27,3009.60,3009.60,,
672,980.30,2537.10,2981.50,2981.50,,
673,980.57,2539.92,2977.70,2977.70,,
674,980.85,2542.74,2976.30,2976.30,,
675,981.12,2545.56,2959.80,2959.80,,
676,981.39,2548.38,2948.90,2948.90,,
677,981.66,2551.19,2936.00,2936.00,,
678,981.93,2554.01,2929.40,2929.40,,
679,982.20,2556.82,2918.20,2918.20,,
680,982.47,2559.63,2918.30,2918.30,,
681,982.74,2562.43,2904.70,2904.70,,
682,983.01,2565.24,2900.50,2900.50,,
683,983.29,2568.04,2887.10,2887.10,,
684,983.56,2570.84,2877.10,2877.10,,
685,983.83,2573.63,2874.40,2874.40,,
686,984.10,2576.43,2863.30,2863.30,,
687,984.37,2579.22,2853.80,2853.80,,
688,984.64,2582.01,2843.40,2843.40,,
689,984.91,2584.80,2835.40,2835.40,,
690,985.18,2587.58,2819.30,2819.30,,
691,985.45,2590.37,2813.60,2813.60,,
692,985.72,2593.15,2805.00,2805.00,,
693,985.99,2595.93,2785.90,2785.90,,
694,986.26,2598.70,2781.70,2781.70,,
695,986.53,2601.48,2766.80,2766.80,,
696,986.80,2604.25,2750.30,2750.30,,
697,987.07,2607.02,2748.50,2748.50,,
698,987.34,2609.79,2736.30,2736.30,,
699,987.61,2612.55,2725.40,2725.40,,
700,987.88,2615.32,2710.00,2710.00,,
701,988.15,2618.08,2706.20,2706.20,,
702,988.42,2620.84,2700.30,2700.30,,
703,988.69,2623.60,2677.30,2677.30,,
704,988.96,2626.35,2668.90,2668.90,,
705,989.22,2629.10,2660.70,2660.70,,
706,989.49,2631.85,2653.90,2653.90,,
707,989.76,2634.60,2642.90,2642.90,,
708,990.03,2637.35,2634.80,2634.80,,
709,990.30,2640.09,2627.10,2627.10,,
710,990.57,2642.83,2616.20,2616.20,,
711,990.84,2645.57,2611.10,2611.10,,
712,991.11,2648.31,2602.30,2602.30,,
713,991.38,2651.04,2592.20,2592.20,,
714,991.65,2653.77,2585.60,2585.60,,
715,991.91,2656.50,2578.30,2578.30,,
716,992.18,2659.23,2575.30,2575.30,,
717,992.45,2661.96,2569.00,2569.00,,
718,992.72,2664.68,2554.50,2554.50,,
719,992.99,2667.40,2541.90,2541.90,,
720,993.26,2670.12,2544.20,2544.20,,
721,993.52,2672.84,2532.50,2532.50,,
722,993.79,2675.55,2523.50,2523.50,,
723,994.06,2678.27,2512.00,2512.00,,
724,994.33,2680.98,2497.70,2497.70,,
725,994.60,2683.69,2502.00,2502.00,,
726,994.86,2686.39,2485.50,2485.50,,
727,995.13,2689.10,2477.40,2477.40,,
728,995.40,2691.80,2464.20,2464.20,,
729,995.67,2694.50,2451.70,2451.70,,
730,995.93,2697.19,2452.00,2452.00,,
731,996.20,2699.89,2436.90,2436.90,,
732,996.47,2702.58,2431.10,2431.10,,
733,996.74,2705.27,2421.40,2421.40,,
734,997.00,2707.96,2411.50,2411.50,,
735,997.27,2710.65,2407.40,2407.40,,
736,997.54,2713.33,2402.90,2402.90,,
737,997.80,2716.01,2395.60,2395.60,,
738,998.07,2718.69,2389.40,2389.40,,
739,998.34,2721.37,2370.70,2370.70,,
740,998.60,2724.05,2378.10,2378.10,,
741,998.87,2726.72,2359.60,2359.60,,
742,999.14,2729.39,2355.90,2355.90,,
743,999.40,2732.06,2345.70,2345.70,,
744,999.67,2734.73,2332.90,2332.90,,
745,999.94,2737.39,2325.30,2325.30,,
746,1000.20,2740.05,2312.80,2312.80,,
747,1000.47,2742.71,2309.20,2309.20,,
748,1000.73,2745.37,2296.30,2296.30,,
749,1001.00,2748.03,2286.90,2286.90,,
750,1001.27,2750.68,2271.70,2271.70,,
751,1001.53,2753.33,2267.00,2267.00,,
752,1001.80,2755.98,2262.40,2262.40,,
753,1002.06,2758.63,2245.60,2245.60,,
754,1002.33,2761.27,2248.30,2248.30,,
755,1002.60,2763.91,2234.10,2234.10,,
756,1002.86,2766.55,2226.60,2226.60,,
757,1003.13,2769.19,2216.80,2216.80,,
758,1003.39,2771.83,2206.70,2206.70,,
759,1003.66,2774.46,2203.60,2203.60,,
760,1003.92,2777.09,2190.00,2190.00,,
761,1004.19,2779.72,2182.60,2182.60,,
762,1004.45,2782.35,2173.60,2173.60,,
763,1004.72,2784.98,2159.90,2159.90,,
764,1004.98,2787.60,2159.30,2159.30,,
765,1005.25,2790.22,2149.60,2149.60,,
766,1005.51,2792.84,2141.40,2141.40,,
767,1005.78,2795.46,2133.80,2133.80,,
768,1006.04,2798.07,2127.80,2127.80,,
769,1006.31,2800.68,2124.80,2124.80,,
770,1006.57,2803.29,2115.20,2115.20,,
771,1006.83,2805.90,2117.60,2117.60,,
772,1007.10,2808.51,2110.50,2110.50,,
773,1007.36,2811.11,2100.80,2100.80,,
774,1007.63,2813.71,2090.00,2090.00,,
775,1007.89,2816.31,2082.30,2082.30,,
776,1008.15,2818.91,2079.50,2079.50,,
777,1008.42,2821.50,2067.50,2067.50,,
778,1008.68,2824.10,2058.00,2058.00,,
779,1008.95,2826.69,2053.10,2053.10,,
780,1009.21,2829.28,2043.00,2043.00,,
781,1009.47,2831.86,2040.40,2040.40,,
782,1009.74,2834.45,2035.50,2035.50,,
783,1010.00,2837.03,2032.10,2032.10,,
784,1010.26,2839.61,2032.90,2032.90,,
785,1010.53,2842.19,2023.70,2023.70,,
786,1010.79,2844.76,2029.30,2029.30,,
787,1011.05,2847.34,2023.80,2023.80,,
788,1011.31,2849.91,2025.80,2025.80,,
789,1011.58,2852.48,2025.80,2025.80,,
790,1011.84,2855.04,2022.40,2022.40,,
791,1012.10,2857.61,2013.60,2013.60,,
792,1012.37,2860.17,2018.20,2018.20,,
793,1012.63,2862.73,2017.30,2017.30,,
794,1012.89,2865.29,2016.00,2016.00,,
795,1013.15,2867.85,2015.70,2015.70,,
796,1013.42,2870.40,2008.00,2008.00,,
797,1013.68,2872.95,2002.10,2002.10,,
798,1013.94,2875.50,2005.30,2005.30,,
799,1014.20,2878.05,1998.00,1998.00,,
800,1014.46,2880.60,1994.40,1994.40,,
801,1014.73,2883.14,1982.30,1982.30,,
802,1014.99,2885.68,1979.70,1979.70,,
803,1015.25,2888.22,1974.80,1974.80,,
804,1015.51,2890.76,1980.20,1980.20,,
805,1015.77,2893.29,1969.80,1969.80,,
806,1016.03,2895.83,1965.20,1965.20,,
807,1016.29,2898.36,1969.20,1969.20,,
808,1016.56,2900.89,1966.40,1966.40,,
809,1016.82,2903.41,1957.80,1957.80,,
810,1017.08,2905.94,1960.80,1960.80,,
811,1017.34,2908.46,1957.60,1957.60,,
812,1017.60,2910.98,1954.40,1954.40,,
813,1017.86,2913.50,1955.80,1955.80,,
814,1018.12,2916.01,1956.30,1956.30,,
815,1018.38,2918.53,1955.20,1955.20,,
816,1018.64,2921.04,1951.60,1951.60,,
817,1018.90,2923.55,1956.80,1956.80,,
818,1019.16,2926.05,1950.20,1950.20,,
819,1019.42,2928.56,1939.70,1939.70,,
820,1019.68,2931.06,1936.60,1936.60,,
821,1019.94,2933.56,1927.80,1927.80,,
822,1020.20,2936.06,1919.30,1919.30,,
823,1020.46,2938.56,1908.30,1908.30,,
824,1020.72,2941.05,1895.70,1895.70,,
825,1020.98,2943.55,1885.10,1885.10,,
826,1021.24,2946.04,1861.90,1861.90,,
827,1021.50,2948.53,1850.60,1850.60,,
828,1021.76,2951.01,1840.40,1840.40,,
829,1022.02,2953.50,1823.50,1823.50,,
830,1022.28,2955.98,1807.90,1807.90,,
831,1022.54,2958.46,1800.80,1800.80,,
832,1022.80,2960.94,1798.70,1798.70,,
833,1023.06,2963.41,1785.00,1785.00,,
834,1023.32,2965.88,1789.80,1789.80,,
835,1023.58,2968.36,1775.00,1775.00,,
836,1023.83,2970.83,1772.10,1772.10,,
837,1024.09,2973.29,1759.50,1759.50,,
838,1024.35,2975.76,1757.20,1757.20,,
839,1024.61,2978.22,1754.40,1754.40,,
840,1024.87,2980.68,1745.60,1745.60,,
841,1025.13,2983.14,1743.70,1743.70,,
842,1025.39,2985.60,1738.00,1738.00,,
843,1025.64,2988.05,1730.20,1730.20,,
844,1025.90,2990.50,1722.40,1722.40,,
845,1026.16,2992.95,1714.00,1714.00,,
846,1026.42,2995.40,1711.50,1711.50,,
847,1026.68,2997.85,1702.90,1702.90,,
848,1026.93,3000.29,1698.50,1698.50,,
849,1027.19,3002.74,1692.70,1692.70,,
850,1027.45,3005.18,1688.20,1688.20,,
851,1027.71,3007.61,1679.90,1679.90,,
852,1027.96,3010.05,1677.00,1677.00,,
853,1028.22,3012.48,1673.60,1673.60,,
854,1028.48,3014.91,1664.80,1664.80,,
855,1028.73,3017.34,1666.70,1666.70,,
856,1028.99,3019.77,1658.60,1658.60,,
857,1029.25,3022.20,1655.30,1655.30,,
858,1029.50,3024.62,1653.70,1653.70,,
859,1029.76,3027.04,1648.60,1648.60,,
860,1030.02,3029.46,1653.90,1653.90,,
861,1030.27,3031.88,1647.30,1647.30,,
862,1030.53,3034.29,1645.90,1645.90,,
863,1030.79,3036.70,1645.30,1645.30,,
864,1031.04,3039.11,1653.30,1653.30,,
865,1031.30,3041.52,1642.40,1642.40,,
866,1031.56,3043.93,1640.80,1640.80,,
867,1031.81,3046.33,1653.40,1653.40,,
868,1032.07,3048.74,1649.00,1649.00,,
869,1032.32,3051.14,1645.50,1645.50,,
870,1032.58,3053.53,1649.40,1649.40,,
871,1032.83,3055.93,1646.50,1646.50,,
872,1033.09,3058.32,1646.60,1646.60,,
873,1033.35,3060.72,1642.10,1642.10,,
874,1033.60,3063.11,1642.70,1642.70,,
875,1033.86,3065.49,1644.60,1644.60,,
876,1034.11,3067.88,1641.50,1641.50,,
877,1034.37,3070.26,1634.30,1634.30,,
878,1034.62,3072.65,1638.70,1638.70,,
879,1034.88,3075.02,1635.20,1635.20,,
880,1035.13,3077.40,1633.10,1633.10,,
881,1035.38,3079.78,1630.20,1630.20,,
882,1035.64,3082.15,1633.00,1633.00,,
883,1035.89,3084.52,1630.70,1630.70,,
884,1036.15,3086.89,1625.70,1625.70,,
885,1036.40,3089.26,1625.80,1625.80,,
886,1036.66,3091.62,1628.10,1628.10,,
887,1036.91,3093.99,1632.20,1632.20,,
888,1037.16,3096.35,1622.30,1622.30,,
889,1037.42,3098.71,1626.10,1626.10,,
890,1037.67,3101.06,1628.10,1628.10,,
891,1037.92,3103.42,1627.30,1627.30,,
892,1038.18,3105.77,1639.40,1639.40,,
893,1038.43,3108.12,1632.80,1632.80,,
894,1038.69,3110.47,1630.40,1630.40,,
895,1038.94,3112.82,1636.30,1636.30,,
896,1039.19,3115.16,1637.10,1637.10,,
897,1039.44,3117.50,1643.20,1643.20,,
898,1039.70,3119.84,1641.60,1641.60,,
899,1039.95,3122.18,1643.60,1643.60,,
900,1040.20,3124.52,1638.70,1638.70,,
901,1040.46,3126.85,1646.00,1646.00,,
902,1040.71,3129.18,1646.60,1646.60,,
903,1040.96,3131.51,1644.70,1644.70,,
904,1041.21,3133.84,1643.90,1643.90,,
905,1041.46,3136.17,1642.40,1642.40,,
906,1041.72,3138.49,1637.80,1637.80,,
907,1041.97,3140.81,1642.60,1642.60,,
908,1042.22,3143.13,1642.00,1642.00,,
909,1042.47,3145.45,1647.40,1647.40,,
910,1042.72,3147.76,1639.30,1639.30,,
911,1042.98,3150.08,1638.20,1638.20,,
912,1043.23,3152.39,1645.20,1645.20,,
913,1043.48,3154.70,1650.40,1650.40,,
914,1043.73,3157.01,1648.90,1648.90,,
915,1043.98,3159.31,1649.40,1649.40,,
916,1044.23,3161.62,1662.50,1662.50,,
917,1044.48,3163.92,1667.70,1667.70,,
918,1044.73,3166.22,1675.70,1675.70,,
919,1044.99,3168.51,1673.40,1673.40,,
920,1045.24,3170.81,1673.80,1673.80,,
921,1045.49,3173.10,1683.10,1683.10,,
922,1045.74,3175.39,1689.60,1689.60,,
923,1045.99,3177.68,1700.20,1700.20,,
924,1046.24,3179.97,1693.30,1693.30,,
925,1046.49,3182.25,1700.20,1700.20,,
926,1046.74,3184.54,1712.30,1712.30,,
927,1046.99,3186.82,1714.70,1714.70,,
928,1047.24,3189.10,1715.30,1715.30,,
929,1047.49,3191.37,1727.60,1727.60,,
930,1047.74,3193.65,1734.50,1734.50,,
931,1047.99,3195.92,1741.70,1741.70,,
932,1048.24,3198.19,1748.10,1748.10,,
933,1048.49,3200.46,1754.40,1754.40,,
934,1048.73,3202.73,1756.70,1756.70,,
935,1048.98,3204.99,1761.70,1761.70,,
936,1049.23,3207.25,1766.60,1766.60,,
937,1049.48,3209.52,1771.40,1771.40,,
938,1049.73,3211.77,1783.60,1783.60,,
939,1049.98,3214.03,1782.00,1782.00,,
940,1050.23,3216.28,1797.40,1797.40,,
941,1050.48,3218.54,1803.00,1803.00,,
942,1050.72,3220.79,1811.60,1811.60,,
943,1050.97,3223.04,1821.60,1821.60,,
944,1051.22,3225.28,1831.90,1831.90,,
945,1051.47,3227.53,1843.70,1843.70,,
946,1051.72,3229.77,1842.40,1842.40,,
947,1051.97,3232.01,1856.00,1856.00,,
948,1052.21,3234.25,1859.50,1859.50,,
949,1052.46,3236.48,1863.40,1863.40,,
950,1052.71,3238.72,1872.90,1872.90,,
951,1052.96,3240.95,1879.00,1879.00,,
952,1053.20,3243.18,1882.50,1882.50,,
953,1053.45,3245.41,1885.90,1885.90,,
954,1053.70,3247.64,1891.90,1891.90,,
955,1053.94,3249.86,1896.50,1896.50,,
956,1054.19,3252.08,1892.80,1892.80,,
957,1054.44,3254.30,1903.70,1903.70,,
958,1054.68,3256.52,1902.60,1902.60,,
959,1054.93,3258.74,1900.40,1900.40,,
960,1055.18,3260.95,1907.40,1907.40,,
961,1055.42,3263.16,1905.20,1905.20,,
962,1055.67,3265.37,1904.20,1904.20,,
963,1055.92,3267.58,1897.40,1897.40,,
964,1056.16,3269.79,1888.10,1888.10,,
965,1056.41,3271.99,1884.30,1884.30,,
966,1056.65,3274.19,1881.10,1881.10,,
967,1056.90,3276.39,1877.80,1877.80,,
968,1057.15,3278.59,1877.70,1877.70,,
969,1057.39,3280.79,1877.20,1877.20,,
970,1057.64,3282.98,1878.20,1878.20,,
971,1057.88,3285.17,1885.30,1885.30,,
972,1058.13,3287.36,1884.70,1884.70,,
973,1058.37,3289.55,1880.20,1880.20,,
974,1058.62,3291.74,1879.00,1879.00,,
975,1058.86,3293.92,1874.60,1874.60,,
976,1059.11,3296.11,1863.80,1863.80,,
977,1059.35,3298.29,1853.40,1853.40,,
978,1059.60,3300.46,1847.70,1847.70,,
979,1059.84,3302.64,1836.20,1836.20,,
980,1060.08,3304.81,1820.10,1820.10,,
981,1060.33,3306.99,1809.90,1809.90,,
982,1060.57,3309.16,1798.80,1798.80,,
983,1060.82,3311.32,1786.50,1786.50,,
984,1061.06,3313.49,1779.00,1779.00,,
985,1061.30,3315.65,1767.40,1767.40,,
986,1061.55,3317.82,1764.90,1764.90,,
987,1061.79,3319.98,1758.20,1758.20,,
988,1062.03,3322.13,1745.90,1745.90,,
989,1062.28,3324.29,1737.50,1737.50,,
990,1062.52,3326.45,1728.50,1728.50,,
991,1062.76,3328.60,1726.40,1726.40,,
992,1063.01,3330.75,1716.30,1716.30,,
993,1063.25,3332.90,1701.20,1701.20,,
994,1063.49,3335.04,1693.80,1693.80,,
995,1063.73,3337.19,1687.10,1687.10,,
996,1063.98,3339.33,1676.40,1676.40,,
997,1064.22,3341.47,1671.00,1671.00,,
998,1064.46,3343.61,1651.10,1651.10,,
999,1064.70,3345.74,1643.90,1643.90,,
1000,1064.95,3347.88,1634.00,1634.00,,
1001,1065.19,3350.01,1624.60,1624.60,,
1002,1065.43,3352.14,1612.30,1612.30,,
1003,1065.67,3354.27,1599.60,1599.60,,
1004,1065.91,3356.40,1594.20,1594.20,,
1005,1066.15,3358.52,1583.60,1583.60,,
1006,1066.40,3360.64,1582.90,1582.90,,
1007,1066.64,3362.76,1577.50,1577.50,,
1008,1066.88,3364.88,1569.20,1569.20,,
1009,1067.12,3367.00,1563.30,1563.30,,
1010,1067.36,3369.11,1549.70,1549.70,,
1011,1067.60,3371.22,1537.10,1537.10,,
1012,1067.84,3373.34,1528.80,1528.80,,
1013,1068.08,3375.44,1513.90,1513.90,,
1014,1068.32,3377.55,1500.40,1500.40,,
1015,1068.56,3379.66,1484.50,1484.50,,
1016,1068.80,3381.76,1480.20,1480.20,,
1017,1069.04,3383.86,1465.50,1465.50,,
1018,1069.28,3385.96,1457.90,1457.90,,
1019,1069.52,3388.05,1450.80,1450.80,,
1020,1069.76,3390.15,1427.60,1427.60,,
1021,1070.00,3392.24,1418.00,1418.00,,
1022,1070.24,3394.33,1406.20,1406.20,,
1023,1070.48,3396.42,1392.30,1392.30,,
