ENLIGHTEN Version,2.2.7
Measurement ID,20201009-093705-137238-WP-00702
Serial Number,WP-00702
Model,WP-785-C2-LMMFC
Label,09:37:05 WP-00702
Declared Match,
Declared Score,0
Scan Averaging,10
Boxcar,0
Technique,Scope
Baseline Correction Algo,
ROI Pixel Start,0
ROI Pixel End,1023
Slit Width,25
Vignetted,False
Interpolated,False
Raman Intensity Corrected,False
Deconvolved,False
Integration Time,1000
Timestamp,2020-10-09 09:37:05.137238
Note,
Temperature,-14.357069319858056
CCD C0,790.7625122070312
CCD C1,0.28129664063453674
CCD C2,1.8011121937888674e-05
CCD C3,-2.512435592905149e-08
CCD Offset,0
CCD Gain,1.9
Laser Wavelength,785.051
Laser Enable,True
Laser Power,50.0
Laser Temperature,-95.6635622537485
Pixel Count,1024

Pixel,Wavelength,Wavenumber,Processed,Raw,Dark,Reference
120,824.73,612.91,13066.00,13066.00,,
121,825.02,617.09,13105.90,13105.90,,
122,825.30,621.27,13158.60,13158.60,,
123,825.59,625.44,13268.60,13268.60,,
124,825.87,629.62,13355.10,13355.10,,
125,826.16,633.79,13397.00,13397.00,,
126,826.44,637.96,13389.20,13389.20,,
127,826.73,642.12,13424.70,13424.70,,
128,827.01,646.29,13441.30,13441.30,,
129,827.30,650.45,13525.00,13525.00,,
130,827.58,654.61,13713.80,13713.80,,
131,827.86,658.76,14007.60,14007.60,,
132,828.15,662.91,14564.60,14564.60,,
133,828.43,667.06,15933.30,15933.30,,
134,828.72,671.21,19411.90,19411.90,,
135,829.00,675.36,26855.30,26855.30,,
136,829.29,679.50,35507.20,35507.20,,
137,829.57,683.64,37349.20,37349.20,,
138,829.86,687.78,31089.50,31089.50,,
139,830.14,691.91,22784.20,22784.20,,
140,830.43,696.04,17481.10,17481.10,,
141,830.71,700.17,15055.30,15055.30,,
142,831.00,704.30,13994.70,13994.70,,
143,831.28,708.43,13469.10,13469.10,,
144,831.57,712.55,13139.20,13139.20,,
145,831.85,716.67,12944.20,12944.20,,
146,832.14,720.78,12793.20,12793.20,,
147,832.42,724.90,12684.60,12684.60,,
148,832.71,729.01,12581.30,12581.30,,
149,832.99,733.12,12467.70,12467.70,,
150,833.28,737.22,12386.40,12386.40,,
151,833.56,741.32,12345.90,12345.90,,
152,833.85,745.43,12269.70,12269.70,,
153,834.13,749.52,12217.30,12217.30,,
154,834.42,753.62,12162.10,12162.10,,
155,834.70,757.71,12187.20,12187.20,,
156,834.99,761.80,12188.90,12188.90,,
157,835.27,765.89,12145.50,12145.50,,
158,835.56,769.97,12094.60,12094.60,,
159,835.84,774.06,12057.60,12057.60,,
160,836.13,778.14,12023.50,12023.50,,
161,836.41,782.21,11953.90,11953.90,,
162,836.70,786.29,11871.60,11871.60,,
163,836.98,790.36,11803.40,11803.40,,
164,837.27,794.43,11740.00,11740.00,,
165,837.55,798.50,11696.30,11696.30,,
166,837.84,802.56,11632.00,11632.00,,
167,838.12,806.62,11591.70,11591.70,,
168,838.41,810.68,11533.70,11533.70,,
169,838.69,814.74,11509.00,11509.00,,
170,838.98,818.79,11488.10,11488.10,,
171,839.27,822.84,11445.70,11445.70,,
172,839.55,826.89,11434.10,11434.10,,
173,839.84,830.94,11390.60,11390.60,,
174,840.12,834.98,11346.20,11346.20,,
175,840.41,839.02,11341.40,11341.40,,
176,840.69,843.06,11357.00,11357.00,,
177,840.98,847.09,11355.60,11355.60,,
178,841.26,851.13,11307.50,11307.50,,
179,841.55,855.16,11238.80,11238.80,,
180,841.83,859.18,11189.00,11189.00,,
181,842.12,863.21,11125.50,11125.50,,
182,842.40,867.23,11113.50,11113.50,,
183,842.69,871.25,11071.10,11071.10,,
184,842.97,875.27,11082.20,11082.20,,
185,843.26,879.28,11070.10,11070.10,,
186,843.55,883.30,11059.80,11059.80,,
187,843.83,887.31,11036.40,11036.40,,
188,844.12,891.31,11046.80,11046.80,,
189,844.40,895.32,11040.80,11040.80,,
190,844.69,899.32,11036.10,11036.10,,
191,844.97,903.32,11053.80,11053.80,,
192,845.26,907.31,11079.50,11079.50,,
193,845.54,911.31,11085.00,11085.00,,
194,845.83,915.30,11052.00,11052.00,,
195,846.11,919.29,11084.00,11084.00,,
196,846.40,923.27,11137.40,11137.40,,
197,846.68,927.26,11205.40,11205.40,,
198,846.97,931.24,11261.20,11261.20,,
199,847.26,935.22,11322.00,11322.00,,
200,847.54,939.19,11385.40,11385.40,,
201,847.83,943.16,11463.20,11463.20,,
202,848.11,947.13,11499.50,11499.50,,
203,848.40,951.10,11546.70,11546.70,,
204,848.68,955.07,11570.60,11570.60,,
205,848.97,959.03,11646.90,11646.90,,
206,849.25,962.99,11768.40,11768.40,,
207,849.54,966.95,11965.70,11965.70,,
208,849.83,970.90,12283.50,12283.50,,
209,850.11,974.85,12698.20,12698.20,,
210,850.40,978.80,13116.30,13116.30,,
211,850.68,982.75,13240.50,13240.50,,
212,850.97,986.70,13094.30,13094.30,,
213,851.25,990.64,12793.30,12793.30,,
214,851.54,994.58,12481.00,12481.00,,
215,851.82,998.51,12229.20,12229.20,,
216,852.11,1002.45,12003.60,12003.60,,
217,852.40,1006.38,11801.30,11801.30,,
218,852.68,1010.31,11695.40,11695.40,,
219,852.97,1014.23,11655.70,11655.70,,
220,853.25,1018.16,11711.50,11711.50,,
221,853.54,1022.08,11766.30,11766.30,,
222,853.82,1026.00,11839.10,11839.10,,
223,854.11,1029.91,11887.90,11887.90,,
224,854.39,1033.83,11912.50,11912.50,,
225,854.68,1037.74,12029.60,12029.60,,
226,854.97,1041.65,12162.90,12162.90,,
227,855.25,1045.55,12381.30,12381.30,,
228,855.54,1049.46,12534.50,12534.50,,
229,855.82,1053.36,12543.40,12543.40,,
230,856.11,1057.25,12455.70,12455.70,,
231,856.39,1061.15,12339.80,12339.80,,
232,856.68,1065.04,12337.00,12337.00,,
233,856.96,1068.93,12368.60,12368.60,,
234,857.25,1072.82,12465.50,12465.50,,
235,857.54,1076.71,12579.70,12579.70,,
236,857.82,1080.59,12682.80,12682.80,,
237,858.11,1084.47,12771.80,12771.80,,
238,858.39,1088.35,12851.50,12851.50,,
239,858.68,1092.22,12956.60,12956.60,,
240,858.96,1096.09,13034.60,13034.60,,
241,859.25,1099.96,13121.10,13121.10,,
242,859.54,1103.83,13203.90,13203.90,,
243,859.82,1107.69,13306.10,13306.10,,
244,860.11,1111.56,13424.30,13424.30,,
245,860.39,1115.41,13535.00,13535.00,,
246,860.68,1119.27,13649.10,13649.10,,
247,860.96,1123.13,13781.80,13781.80,,
248,861.25,1126.98,13923.60,13923.60,,
249,861.53,1130.83,14054.40,14054.40,,
250,861.82,1134.67,14195.50,14195.50,,
251,862.11,1138.52,14304.80,14304.80,,
252,862.39,1142.36,14454.90,14454.90,,
253,862.68,1146.20,14550.60,14550.60,,
254,862.96,1150.03,14737.60,14737.60,,
255,863.25,1153.87,14892.10,14892.10,,
256,863.53,1157.70,15002.60,15002.60,,
257,863.82,1161.53,15148.70,15148.70,,
258,864.10,1165.35,15327.00,15327.00,,
259,864.39,1169.17,15513.00,15513.00,,
260,864.68,1173.00,15689.20,15689.20,,
261,864.96,1176.81,15853.50,15853.50,,
262,865.25,1180.63,15988.20,15988.20,,
263,865.53,1184.44,16107.60,16107.60,,
264,865.82,1188.25,16175.50,16175.50,,
265,866.10,1192.06,16303.80,16303.80,,
266,866.39,1195.87,16428.00,16428.00,,
267,866.67,1199.67,16542.20,16542.20,,
268,866.96,1203.47,16643.80,16643.80,,
269,867.25,1207.27,16762.70,16762.70,,
270,867.53,1211.06,16884.60,16884.60,,
271,867.82,1214.85,16973.40,16973.40,,
272,868.10,1218.64,17085.40,17085.40,,
273,868.39,1222.43,17175.80,17175.80,,
274,868.67,1226.22,17281.10,17281.10,,
275,868.96,1230.00,17316.00,17316.00,,
276,869.24,1233.78,17403.10,17403.10,,
277,869.53,1237.56,17472.90,17472.90,,
278,869.82,1241.33,17533.80,17533.80,,
279,870.10,1245.10,17619.10,17619.10,,
280,870.39,1248.87,17805.40,17805.40,,
281,870.67,1252.64,17970.30,17970.30,,
282,870.96,1256.40,18115.80,18115.80,,
283,871.24,1260.17,18296.50,18296.50,,
284,871.53,1263.92,18473.20,18473.20,,
285,871.81,1267.68,18644.20,18644.20,,
286,872.10,1271.44,18806.20,18806.20,,
287,872.38,1275.19,18976.20,18976.20,,
288,872.67,1278.94,19191.10,19191.10,,
289,872.96,1282.68,19424.20,19424.20,,
290,873.24,1286.43,19651.90,19651.90,,
291,873.53,1290.17,19903.50,19903.50,,
292,873.81,1293.91,20201.20,20201.20,,
293,874.10,1297.64,20519.10,20519.10,,
294,874.38,1301.38,20934.00,20934.00,,
295,874.67,1305.11,21393.20,21393.20,,
296,874.95,1308.84,21891.50,21891.50,,
297,875.24,1312.56,22464.10,22464.10,,
298,875.52,1316.29,23029.30,23029.30,,
299,875.81,1320.01,23544.70,23544.70,,
300,876.09,1323.73,24091.10,24091.10,,
301,876.38,1327.44,24606.70,24606.70,,
302,876.66,1331.16,25124.50,25124.50,,
303,876.95,1334.87,25622.80,25622.80,,
304,877.24,1338.58,26037.20,26037.20,,
305,877.52,1342.28,26460.80,26460.80,,
306,877.81,1345.99,26822.60,26822.60,,
307,878.09,1349.69,27205.60,27205.60,,
308,878.38,1353.38,27474.20,27474.20,,
309,878.66,1357.08,27691.40,27691.40,,
310,878.95,1360.77,27916.20,27916.20,,
311,879.23,1364.46,28114.30,28114.30,,
312,879.52,1368.15,28218.40,28218.40,,
313,879.80,1371.84,28322.90,28322.90,,
314,880.09,1375.52,28348.80,28348.80,,
315,880.37,1379.20,28315.60,28315.60,,
316,880.66,1382.88,28266.60,28266.60,,
317,880.94,1386.56,28164.60,28164.60,,
318,881.23,1390.23,28049.90,28049.90,,
319,881.51,1393.90,27829.90,27829.90,,
320,881.80,1397.57,27621.00,27621.00,,
321,882.08,1401.23,27422.60,27422.60,,
322,882.37,1404.89,27222.20,27222.20,,
323,882.65,1408.56,27003.80,27003.80,,
324,882.94,1412.21,26773.30,26773.30,,
325,883.22,1415.87,26541.50,26541.50,,
326,883.51,1419.52,26284.00,26284.00,,
327,883.79,1423.17,26084.40,26084.40,,
328,884.08,1426.82,25844.20,25844.20,,
329,884.36,1430.46,25595.70,25595.70,,
330,884.65,1434.11,25398.70,25398.70,,
331,884.93,1437.75,25212.80,25212.80,,
332,885.22,1441.38,25039.00,25039.00,,
333,885.50,1445.02,24861.30,24861.30,,
334,885.79,1448.65,24701.70,24701.70,,
335,886.07,1452.28,24579.00,24579.00,,
336,886.36,1455.91,24472.90,24472.90,,
337,886.64,1459.53,24316.60,24316.60,,
338,886.93,1463.16,24159.70,24159.70,,
339,887.21,1466.78,24003.50,24003.50,,
340,887.50,1470.39,23816.20,23816.20,,
341,887.78,1474.01,23708.50,23708.50,,
342,888.07,1477.62,23502.60,23502.60,,
343,888.35,1481.23,23397.80,23397.80,,
344,888.64,1484.84,23189.00,23189.00,,
345,888.92,1488.44,22970.00,22970.00,,
346,889.21,1492.05,22766.70,22766.70,,
347,889.49,1495.65,22560.00,22560.00,,
348,889.78,1499.24,22459.90,22459.90,,
349,890.06,1502.84,22362.40,22362.40,,
350,890.35,1506.43,22290.60,22290.60,,
351,890.63,1510.02,22271.40,22271.40,,
352,890.91,1513.61,22274.30,22274.30,,
353,891.20,1517.19,22122.70,22122.70,,
354,891.48,1520.78,22067.00,22067.00,,
355,891.77,1524.36,21984.20,21984.20,,
356,892.05,1527.93,21882.10,21882.10,,
357,892.34,1531.51,21853.90,21853.90,,
358,892.62,1535.08,21831.60,21831.60,,
359,892.91,1538.65,21785.30,21785.30,,
360,893.19,1542.22,21726.60,21726.60,,
361,893.48,1545.78,21674.10,21674.10,,
362,893.76,1549.34,21539.90,21539.90,,
363,894.04,1552.90,21473.90,21473.90,,
364,894.33,1556.46,21356.50,21356.50,,
365,894.61,1560.02,21228.70,21228.70,,
366,894.90,1563.57,21068.60,21068.60,,
367,895.18,1567.12,20830.30,20830.30,,
368,895.47,1570.67,20656.50,20656.50,,
369,895.75,1574.21,20514.80,20514.80,,
370,896.04,1577.75,20347.60,20347.60,,
371,896.32,1581.29,20174.40,20174.40,,
372,896.60,1584.83,20035.70,20035.70,,
373,896.89,1588.36,19968.20,19968.20,,
374,897.17,1591.90,19862.30,19862.30,,
375,897.46,1595.43,19717.50,19717.50,,
376,897.74,1598.95,19564.20,19564.20,,
377,898.03,1602.48,19407.00,19407.00,,
378,898.31,1606.00,19220.30,19220.30,,
379,898.59,1609.52,19042.30,19042.30,,
380,898.88,1613.04,18850.60,18850.60,,
381,899.16,1616.55,18683.10,18683.10,,
382,899.45,1620.07,18473.90,18473.90,,
383,899.73,1623.58,18256.70,18256.70,,
384,900.01,1627.08,18010.90,18010.90,,
385,900.30,1630.59,17756.10,17756.10,,
386,900.58,1634.09,17479.00,17479.00,,
387,900.87,1637.59,17264.00,17264.00,,
388,901.15,1641.09,17023.30,17023.30,,
389,901.43,1644.58,16788.80,16788.80,,
390,901.72,1648.08,16564.70,16564.70,,
391,902.00,1651.57,16274.90,16274.90,,
392,902.29,1655.05,16010.60,16010.60,,
393,902.57,1658.54,15756.50,15756.50,,
394,902.85,1662.02,15479.00,15479.00,,
395,903.14,1665.50,15207.20,15207.20,,
396,903.42,1668.98,14958.70,14958.70,,
397,903.70,1672.46,14754.20,14754.20,,
398,903.99,1675.93,14593.50,14593.50,,
399,904.27,1679.40,14480.60,14480.60,,
400,904.55,1682.87,14363.40,14363.40,,
401,904.84,1686.33,14258.60,14258.60,,
402,905.12,1689.79,14149.70,14149.70,,
403,905.41,1693.25,14051.80,14051.80,,
404,905.69,1696.71,13936.80,13936.80,,
405,905.97,1700.17,13782.70,13782.70,,
406,906.26,1703.62,13619.80,13619.80,,
407,906.54,1707.07,13435.40,13435.40,,
408,906.82,1710.52,13262.00,13262.00,,
409,907.11,1713.97,13081.80,13081.80,,
410,907.39,1717.41,12926.90,12926.90,,
411,907.67,1720.85,12761.10,12761.10,,
412,907.96,1724.29,12604.30,12604.30,,
413,908.24,1727.72,12496.00,12496.00,,
414,908.52,1731.16,12400.20,12400.20,,
415,908.81,1734.59,12319.60,12319.60,,
416,909.09,1738.02,12214.60,12214.60,,
417,909.37,1741.44,12147.70,12147.70,,
418,909.66,1744.87,12113.90,12113.90,,
419,909.94,1748.29,12006.60,12006.60,,
420,910.22,1751.71,11939.30,11939.30,,
421,910.51,1755.12,11880.30,11880.30,,
422,910.79,1758.54,11829.40,11829.40,,
423,911.07,1761.95,11774.50,11774.50,,
424,911.36,1765.36,11681.80,11681.80,,
425,911.64,1768.76,11589.30,11589.30,,
426,911.92,1772.17,11480.20,11480.20,,
427,912.20,1775.57,11416.70,11416.70,,
428,912.49,1778.97,11314.20,11314.20,,
429,912.77,1782.36,11217.50,11217.50,,
430,913.05,1785.76,11164.00,11164.00,,
431,913.34,1789.15,11127.60,11127.60,,
432,913.62,1792.54,11080.90,11080.90,,
433,913.90,1795.92,11066.40,11066.40,,
434,914.18,1799.31,11050.90,11050.90,,
435,914.47,1802.69,11020.80,11020.80,,
436,914.75,1806.07,11015.70,11015.70,,
437,915.03,1809.45,10988.50,10988.50,,
438,915.31,1812.82,10989.90,10989.90,,
439,915.60,1816.19,10992.60,10992.60,,
440,915.88,1819.56,10986.10,10986.10,,
441,916.16,1822.93,10980.60,10980.60,,
442,916.44,1826.29,10943.80,10943.80,,
443,916.73,1829.66,10899.90,10899.90,,
444,917.01,1833.02,10891.50,10891.50,,
445,917.29,1836.37,10855.10,10855.10,,
446,917.57,1839.73,10814.60,10814.60,,
447,917.86,1843.08,10789.40,10789.40,,
448,918.14,1846.43,10764.70,10764.70,,
449,918.42,1849.78,10735.70,10735.70,,
450,918.70,1853.12,10664.50,10664.50,,
451,918.99,1856.47,10620.10,10620.10,,
452,919.27,1859.81,10567.00,10567.00,,
453,919.55,1863.15,10532.50,10532.50,,
454,919.83,1866.48,10504.90,10504.90,,
455,920.11,1869.81,10468.40,10468.40,,
456,920.40,1873.15,10415.60,10415.60,,
457,920.68,1876.47,10389.60,10389.60,,
458,920.96,1879.80,10324.00,10324.00,,
459,921.24,1883.12,10295.10,10295.10,,
460,921.52,1886.44,10219.80,10219.80,,
461,921.81,1889.76,10175.00,10175.00,,
462,922.09,1893.08,10134.10,10134.10,,
463,922.37,1896.39,10070.40,10070.40,,
464,922.65,1899.70,9985.60,9985.60,,
465,922.93,1903.01,9893.10,9893.10,,
466,923.22,1906.32,9811.30,9811.30,,
467,923.50,1909.62,9706.30,9706.30,,
468,923.78,1912.92,9599.60,9599.60,,
469,924.06,1916.22,9498.90,9498.90,,
470,924.34,1919.52,9397.00,9397.00,,
471,924.62,1922.81,9299.90,9299.90,,
472,924.91,1926.11,9188.60,9188.60,,
473,925.19,1929.40,9108.40,9108.40,,
474,925.47,1932.68,9036.80,9036.80,,
475,925.75,1935.97,8951.20,8951.20,,
476,926.03,1939.25,8876.70,8876.70,,
477,926.31,1942.53,8789.90,8789.90,,
478,926.59,1945.81,8715.30,8715.30,,
479,926.87,1949.08,8637.10,8637.10,,
480,927.16,1952.36,8520.70,8520.70,,
481,927.44,1955.63,8415.60,8415.60,,
482,927.72,1958.89,8288.70,8288.70,,
483,928.00,1962.16,8153.90,8153.90,,
484,928.28,1965.42,8029.00,8029.00,,
485,928.56,1968.68,7878.70,7878.70,,
486,928.84,1971.94,7761.70,7761.70,,
487,929.12,1975.20,7624.60,7624.60,,
488,929.40,1978.45,7534.00,7534.00,,
489,929.69,1981.70,7436.00,7436.00,,
490,929.97,1984.95,7357.90,7357.90,,
491,930.25,1988.20,7264.20,7264.20,,
492,930.53,1991.44,7171.10,7171.10,,
493,930.81,1994.68,7086.70,7086.70,,
494,931.09,1997.92,7010.40,7010.40,,
495,931.37,2001.16,6926.80,6926.80,,
496,931.65,2004.39,6865.00,6865.00,,
497,931.93,2007.62,6749.90,6749.90,,
498,932.21,2010.85,6677.90,6677.90,,
499,932.49,2014.08,6556.10,6556.10,,
500,932.77,2017.30,6459.70,6459.70,,
501,933.05,2020.53,6373.40,6373.40,,
502,933.33,2023.75,6289.30,6289.30,,
503,933.61,2026.96,6207.00,6207.00,,
504,933.89,2030.18,6142.00,6142.00,,
505,934.17,2033.39,6078.40,6078.40,,
506,934.46,2036.60,6019.80,6019.80,,
507,934.74,2039.81,5978.20,5978.20,,
508,935.02,2043.02,5925.40,5925.40,,
509,935.30,2046.22,5871.50,5871.50,,
510,935.58,2049.42,5810.80,5810.80,,
511,935.86,2052.62,5760.80,5760.80,,
512,936.14,2055.81,5721.30,5721.30,,
513,936.42,2059.01,5683.10,5683.10,,
514,936.70,2062.20,5615.20,5615.20,,
515,936.98,2065.39,5570.20,5570.20,,
516,937.26,2068.58,5523.20,5523.20,,
517,937.54,2071.76,5469.30,5469.30,,
518,937.81,2074.94,5426.20,5426.20,,
519,938.09,2078.12,5388.60,5388.60,,
520,938.37,2081.30,5344.50,5344.50,,
521,938.65,2084.47,5326.50,5326.50,,
522,938.93,2087.64,5293.10,5293.10,,
523,939.21,2090.81,5271.90,5271.90,,
524,939.49,2093.98,5258.40,5258.40,,
525,939.77,2097.15,5241.60,5241.60,,
526,940.05,2100.31,5197.80,5197.80,,
527,940.33,2103.47,5172.60,5172.60,,
528,940.61,2106.63,5132.60,5132.60,,
529,940.89,2109.78,5101.20,5101.20,,
530,941.17,2112.94,5071.10,5071.10,,
531,941.45,2116.09,5044.70,5044.70,,
532,941.73,2119.24,5005.40,5005.40,,
533,942.01,2122.38,4983.60,4983.60,,
534,942.29,2125.53,4953.60,4953.60,,
535,942.56,2128.67,4928.00,4928.00,,
536,942.84,2131.81,4899.20,4899.20,,
537,943.12,2134.94,4885.30,4885.30,,
538,943.40,2138.08,4836.70,4836.70,,
539,943.68,2141.21,4822.30,4822.30,,
540,943.96,2144.34,4790.40,4790.40,,
541,944.24,2147.47,4777.00,4777.00,,
542,944.52,2150.59,4746.00,4746.00,,
543,944.79,2153.72,4726.40,4726.40,,
544,945.07,2156.84,4717.60,4717.60,,
545,945.35,2159.95,4677.40,4677.40,,
546,945.63,2163.07,4646.60,4646.60,,
547,945.91,2166.18,4628.60,4628.60,,
548,946.19,2169.29,4608.90,4608.90,,
549,946.47,2172.40,4593.20,4593.20,,
550,946.74,2175.51,4577.10,4577.10,,
551,947.02,2178.61,4569.00,4569.00,,
552,947.30,2181.71,4558.30,4558.30,,
553,947.58,2184.81,4544.80,4544.80,,
554,947.86,2187.91,4530.00,4530.00,,
555,948.13,2191.00,4511.70,4511.70,,
556,948.41,2194.10,4504.60,4504.60,,
557,948.69,2197.19,4486.30,4486.30,,
558,948.97,2200.27,4466.80,4466.80,,
559,949.25,2203.36,4460.00,4460.00,,
560,949.52,2206.44,4442.70,4442.70,,
561,949.80,2209.52,4433.30,4433.30,,
562,950.08,2212.60,4391.00,4391.00,,
563,950.36,2215.67,4380.30,4380.30,,
564,950.64,2218.75,4356.70,4356.70,,
565,950.91,2221.82,4346.70,4346.70,,
566,951.19,2224.89,4332.00,4332.00,,
567,951.47,2227.95,4315.70,4315.70,,
568,951.75,2231.02,4301.90,4301.90,,
569,952.02,2234.08,4269.50,4269.50,,
570,952.30,2237.14,4258.70,4258.70,,
571,952.58,2240.20,4234.70,4234.70,,
572,952.86,2243.25,4213.70,4213.70,,
573,953.13,2246.30,4198.20,4198.20,,
574,953.41,2249.35,4184.80,4184.80,,
575,953.69,2252.40,4166.40,4166.40,,
576,953.96,2255.45,4144.20,4144.20,,
577,954.24,2258.49,4119.40,4119.40,,
578,954.52,2261.53,4110.00,4110.00,,
579,954.79,2264.57,4097.30,4097.30,,
